route_path,methods,route_family,audience,public_reason,auth_mechanism,tenant_context,tenant_filter,service_role_usage,tenant_role_requirement,project_role_requirement,stakeholder_policy,platform_owner_gate,customer_facing,finance_guard,finance_payload_risk,lite_client_access,write_operation,idempotency,rate_limit,legacy_alias,canonical_route,test_file,negative_roles_tested,cross_tenant_test,finance_leak_test,status,severity,evidence,recommended_fix_batch
/api/projects/:id/poll-status,GET,legacy,authenticated_tenant,,supabase_session,none_or_delegated,n/a_or_delegated,no,membership_required,n/a,denied_or_n/a,no,no,not_applicable,none,BYPASS_legacy_not_under_v1_middleware,no,n/a,no_or_middleware_only,yes,none_v1_equivalent,,none_route_level,no,no,GAP,P1,apps/web/app/api/projects/[id]/poll-status/route.ts;legacy independent_duplicate bypasses lite allow-list middleware,2D_legacy_lite_bypass
/api/projects/:id/upload,POST,legacy,authenticated_tenant,,supabase_session,none_or_delegated,n/a_or_delegated,yes,membership_required,n/a,denied_or_n/a,no,no,not_applicable,none,BYPASS_legacy_not_under_v1_middleware,yes,n/a,no_or_middleware_only,yes,/api/v1/projects/:id/upload,,none_route_level,no,no,GAP,P1,apps/web/app/api/projects/[id]/upload/route.ts;legacy independent_duplicate bypasses lite allow-list middleware,2D_legacy_lite_bypass
/api/system/health,GET,legacy,public,health_config,system_api_key,none_or_delegated,n/a_or_delegated,no,n/a,n/a,denied_or_n/a,no,no,not_applicable,none,BYPASS_legacy_not_under_v1_middleware,no,n/a,no_or_middleware_only,yes,system_key_health,,none_route_level,no,no,PROVEN,,apps/web/app/api/system/health/route.ts,
/api/system/metrics,GET,legacy,public,health_config,system_api_key,none_or_delegated,n/a_or_delegated,no,n/a,n/a,denied_or_n/a,no,no,not_applicable,none,BYPASS_legacy_not_under_v1_middleware,no,n/a,no_or_middleware_only,yes,system_key_metrics,,none_route_level,no,no,PROVEN,,apps/web/app/api/system/metrics/route.ts,
/api/tenant/accept-invite,POST,legacy,authenticated_tenant,,supabase_session,none_or_delegated,n/a_or_delegated,no,membership_required,n/a,denied_or_n/a,no,no,not_applicable,none,BYPASS_legacy_not_under_v1_middleware,yes,n/a,no_or_middleware_only,yes,/api/v1/tenant/accept-invite,,none_route_level,no,no,PROVEN,P3,apps/web/app/api/tenant/accept-invite/route.ts;redirect to /api/v1/tenant/accept-invite,2D_legacy_cleanup
/api/tenant/invitations,GET,legacy,authenticated_tenant,,supabase_session,none_or_delegated,n/a_or_delegated,no,membership_required,n/a,denied_or_n/a,no,no,not_applicable,none,BYPASS_legacy_not_under_v1_middleware,no,n/a,no_or_middleware_only,yes,/api/v1/tenant/invitations,,none_route_level,no,no,PROVEN,P3,apps/web/app/api/tenant/invitations/route.ts;redirect to /api/v1/tenant/invitations,2D_legacy_cleanup
/api/tenant/invite,POST,legacy,authenticated_tenant,,supabase_session,none_or_delegated,n/a_or_delegated,no,membership_required,n/a,denied_or_n/a,no,no,not_applicable,none,BYPASS_legacy_not_under_v1_middleware,yes,n/a,no_or_middleware_only,yes,/api/v1/tenant/invite,,none_route_level,no,no,PROVEN,P3,apps/web/app/api/tenant/invite/route.ts;redirect to /api/v1/tenant/invite,2D_legacy_cleanup
/api/tenant/members,GET,legacy,authenticated_tenant,,supabase_session,none_or_delegated,n/a_or_delegated,no,membership_required,n/a,denied_or_n/a,no,no,not_applicable,none,BYPASS_legacy_not_under_v1_middleware,no,n/a,no_or_middleware_only,yes,/api/v1/tenant/members,,none_route_level,no,no,PROVEN,P3,apps/web/app/api/tenant/members/route.ts;redirect to /api/v1/tenant/members,2D_legacy_cleanup
/api/tenant/profile,PATCH,legacy,authenticated_tenant,,supabase_session,none_or_delegated,n/a_or_delegated,no,membership_required,n/a,denied_or_n/a,no,no,not_applicable,none,BYPASS_legacy_not_under_v1_middleware,yes,n/a,no_or_middleware_only,yes,/api/v1/tenant/profile,,none_route_level,no,no,PROVEN,P3,apps/web/app/api/tenant/profile/route.ts;redirect to /api/v1/tenant/profile,2D_legacy_cleanup
/api/tenant/revoke,POST,legacy,authenticated_tenant,,supabase_session,none_or_delegated,n/a_or_delegated,no,membership_required,n/a,denied_or_n/a,no,no,not_applicable,none,BYPASS_legacy_not_under_v1_middleware,yes,n/a,no_or_middleware_only,yes,/api/v1/tenant/revoke,,none_route_level,no,no,PROVEN,P3,apps/web/app/api/tenant/revoke/route.ts;redirect to /api/v1/tenant/revoke,2D_legacy_cleanup
/api/v1/activation/status,GET,activation,authenticated_tenant,,supabase_session,none_or_delegated,n/a_or_delegated,no,membership_required,n/a,denied_or_n/a,no,no,not_applicable,none,allowed_read,no,n/a,no_or_middleware_only,no,/api/v1/activation/status,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/activation/status/route.ts,
/api/v1/admin/ai/usage,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/ai/usage,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/ai/usage/route.ts,
/api/v1/admin/alerts,GET|PATCH,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,no,/api/v1/admin/alerts,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/alerts/route.ts,
/api/v1/admin/alerts/:id/resolve,POST,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,no,/api/v1/admin/alerts/:id/resolve,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/alerts/[id]/resolve/route.ts,
/api/v1/admin/analytics/ai-guide,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/analytics/ai-guide,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/analytics/ai-guide/route.ts,
/api/v1/admin/analytics/ai-risk,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/analytics/ai-risk,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/analytics/ai-risk/route.ts,
/api/v1/admin/analytics/ops,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/analytics/ops,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/analytics/ops/route.ts,
/api/v1/admin/analytics/productivity,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/analytics/productivity,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/analytics/productivity/route.ts,
/api/v1/admin/anomalies,GET|PATCH,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,no,/api/v1/admin/anomalies,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/anomalies/route.ts,
/api/v1/admin/audit-logs,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/audit-logs,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/audit-logs/route.ts,
/api/v1/admin/billing/pilot-status,GET,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,yes,/api/v1/platform/billing/pilot-status,app/api/v1/admin/billing/pilot-status/route.test.ts,partial_see_test|roles,no,no,GAP,P2,apps/web/app/api/v1/admin/billing/pilot-status/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/billing/pilot-workspaces,GET|POST,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,yes,/api/v1/platform/billing/pilot-workspaces,app/api/v1/admin/billing/pilot-workspaces/route.test.ts,partial_see_test|roles,no,no,GAP,P2,apps/web/app/api/v1/admin/billing/pilot-workspaces/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/billing/pilot-workspaces/:workspaceId,DELETE,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,yes,/api/v1/platform/billing/pilot-workspaces/:workspaceId,,none_route_level,no,no,GAP,P2,apps/web/app/api/v1/admin/billing/pilot-workspaces/[workspaceId]/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/billing/process-pending-events,POST,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,yes,/api/v1/platform/billing/process-pending-events,,none_route_level,no,no,GAP,P2,apps/web/app/api/v1/admin/billing/process-pending-events/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/billing/provider-status,GET,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,yes,/api/v1/platform/billing/provider-status,app/api/v1/admin/billing/provider-status/route.test.ts,partial_see_test|roles,no,no,GAP,P2,apps/web/app/api/v1/admin/billing/provider-status/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/billing/reprocess-event,POST,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,yes,/api/v1/platform/billing/reprocess-event,,none_route_level,no,no,GAP,P2,apps/web/app/api/v1/admin/billing/reprocess-event/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/billing/reprocess-workspace-events,POST,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,yes,/api/v1/platform/billing/reprocess-workspace-events,,none_route_level,no,no,GAP,P2,apps/web/app/api/v1/admin/billing/reprocess-workspace-events/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/billing/workspace-status,GET,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,yes,/api/v1/platform/billing/workspace-status,,none_route_level,no,no,GAP,P2,apps/web/app/api/v1/admin/billing/workspace-status/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/exports,POST,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,yes,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,yes,n/a,yes,no,/api/v1/admin/exports,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/exports/route.ts,
/api/v1/admin/exports/:id/status,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/exports/:id/status,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/exports/[id]/status/route.ts,
/api/v1/admin/flags,GET|POST,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,yes,platform_owner_for_POST,n/a,denied_or_n/a,yes_legacy_admin_route,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,no,/api/v1/admin/flags,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/flags/route.ts,
/api/v1/admin/jobs,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/jobs,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/jobs/route.ts,
/api/v1/admin/jobs/cron-tick,POST,admin,cron_or_platform,,cron_secret_or_platform_owner,none_or_delegated,n/a_or_delegated,yes,membership_required,n/a,denied_or_n/a,partial_blocks_tenant_admin_browser,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,no,/api/v1/admin/jobs/cron-tick,app/api/v1/admin/jobs/cron-tick/route.test.ts,partial_see_test|unauth|roles,no,no,PROVEN,,apps/web/app/api/v1/admin/jobs/cron-tick/route.ts,
/api/v1/admin/jobs/schedule-reconcile,POST,admin,tenant_admin,,supabase_session,none_or_delegated,n/a_or_delegated,yes,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,no,/api/v1/admin/jobs/schedule-reconcile,app/api/v1/admin/jobs/schedule-reconcile/route.test.ts,partial_see_test|unauth|roles,no,no,PROVEN,,apps/web/app/api/v1/admin/jobs/schedule-reconcile/route.ts,
/api/v1/admin/leads,GET,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,yes,/api/v1/platform/leads,app/api/v1/admin/leads/route.test.ts,partial_see_test|roles,no,no,GAP,P2,apps/web/app/api/v1/admin/leads/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/leads/:id,GET|PATCH,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,yes,/api/v1/platform/leads/:id,,none_route_level,no,no,GAP,P2,apps/web/app/api/v1/admin/leads/[id]/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/leads/bulk,PATCH,admin,platform_owner,,platform_owner_grants+middleware,cross_tenant_platform,platform_scope,no,platform_owner_grant_not_tenant_admin,n/a,denied,yes,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,yes,/api/v1/platform/leads/bulk,,none_route_level,no,no,GAP,P2,apps/web/app/api/v1/admin/leads/bulk/route.ts;admin alias relies on handler requirePlatformOwnerApi not middleware owner path,2B_platform_gate_depth
/api/v1/admin/metrics/overview,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/metrics/overview,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/metrics/overview/route.ts,
/api/v1/admin/operator/context,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/operator/context,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/operator/context/route.ts,
/api/v1/admin/operator/smoke,POST,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,yes,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,no,/api/v1/admin/operator/smoke,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/operator/smoke/route.ts,
/api/v1/admin/ops/ai-runtime,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/ops/ai-runtime,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/ops/ai-runtime/route.ts,
/api/v1/admin/ops/diagnostics,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,yes,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/ops/diagnostics,app/api/v1/admin/ops/diagnostics/route.test.ts,partial_see_test|unauth|roles,no,no,PROVEN,,apps/web/app/api/v1/admin/ops/diagnostics/route.ts,
/api/v1/admin/privacy/findings,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/privacy/findings,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/privacy/findings/route.ts,
/api/v1/admin/push/outbox,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/push/outbox,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/push/outbox/route.ts,
/api/v1/admin/push/test,POST,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,yes,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,no,/api/v1/admin/push/test,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/push/test/route.ts,
/api/v1/admin/security/posture,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/security/posture,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/security/posture/route.ts,
/api/v1/admin/slo/overview,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/slo/overview,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/slo/overview/route.ts,
/api/v1/admin/slo/tenants/:tenantId,GET,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,no,admin_or_owner,n/a,denied_or_n/a,no,no,not_applicable,none,forbidden_middleware_403,no,n/a,no_or_middleware_only,no,/api/v1/admin/slo/tenants/:tenantId,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/slo/tenants/[tenantId]/route.ts,
/api/v1/admin/tenants/:id/flags,POST,admin,tenant_admin,,supabase_session,server_derived,ctx.tenantId,yes,platform_owner_for_POST,n/a,denied_or_n/a,yes_legacy_admin_route,no,not_applicable,none,forbidden_middleware_403,yes,n/a,no_or_middleware_only,no,/api/v1/admin/tenants/:id/flags,,none_route_level,no,no,PROVEN,,apps/web/app/api/v1/admin/tenants/[id]/flags/route.ts,
