route_path,method,guard_mode,middleware_test,handler_guard_test,anonymous_test,tenant_owner_test,tenant_admin_test,tenant_member_test,stakeholder_test,service_role_test,denial_no_side_effect_test,allowed_role_test,readonly_contract_test,critical_step_up_test,status,evidence
/api/v1/platform/critical/echo,POST,critical,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for POST /api/v1/platform/critical/echo,apps/web/app/api/v1/platform/critical/echo/route.test.ts::calls requirePlatformOwnerApi first with mode critical,apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/critical/echo/route.test.ts::allows OWNER success branch when guard returns ok,apps/web/lib/platform-owner/require-platform-owner-api.test.ts::critical mode denies OWNER_READONLY and OWNER_OPERATOR,apps/web/lib/platform-owner/require-platform-owner-api.test.ts::critical mode denies OWNER without step-up;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::critical mode denies OWNER with invalid/expired step-up;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::critical mode allows OWNER with valid step-up;apps/web/app/api/v1/platform/critical/echo/route.test.ts::OWNER without step-up denial leaves handler body unexecuted,PROVEN,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for POST /api/v1/platform/critical/echo;apps/web/app/api/v1/platform/critical/echo/route.test.ts::calls requirePlatformOwnerApi first with mode critical;apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/critical/echo/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/critical/echo/route.test.ts::allows OWNER success branch when guard returns ok;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::critical mode denies OWNER_READONLY and OWNER_OPERATOR;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::critical mode denies OWNER without step-up;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::critical mode denies OWNER with invalid/expired step-up;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::critical mode allows OWNER with valid step-up;apps/web/app/api/v1/platform/critical/echo/route.test.ts::OWNER without step-up denial leaves handler body unexecuted;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0
/api/v1/platform/diagnostics,GET,read,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/diagnostics,apps/web/app/api/v1/platform/diagnostics/route.test.ts::calls requirePlatformOwnerApi first with mode read,apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/diagnostics/route.test.ts::allows OWNER_READONLY success branch,"apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception)","n/a — guard_mode is read, not critical",PROVEN,"apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/diagnostics;apps/web/app/api/v1/platform/diagnostics/route.test.ts::calls requirePlatformOwnerApi first with mode read;apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/diagnostics/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/diagnostics/route.test.ts::allows OWNER_READONLY success branch;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception);n/a — guard_mode is read, not critical;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0"
/api/v1/platform/health,GET,read,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/health,apps/web/app/api/v1/platform/health/route.test.ts::calls requirePlatformOwnerApi first with mode read,apps/web/app/api/v1/platform/health/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/health/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/health/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/health/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/health/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/health/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/health/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/health/route.test.ts::allows OWNER_READONLY success branch,"apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception)","n/a — guard_mode is read, not critical",PROVEN,"apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/health;apps/web/app/api/v1/platform/health/route.test.ts::calls requirePlatformOwnerApi first with mode read;apps/web/app/api/v1/platform/health/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/health/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/health/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/health/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/health/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/health/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/health/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/health/route.test.ts::allows OWNER_READONLY success branch;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception);n/a — guard_mode is read, not critical;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0"
/api/v1/platform/leads,GET,read,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/leads,apps/web/app/api/v1/platform/leads/route.test.ts::calls requirePlatformOwnerApi first with mode read,apps/web/app/api/v1/platform/leads/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/leads/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/leads/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/leads/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/leads/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/leads/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/leads/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/leads/route.test.ts::allows OWNER_READONLY success branch,"apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception)","n/a — guard_mode is read, not critical",PROVEN,"apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/leads;apps/web/app/api/v1/platform/leads/route.test.ts::calls requirePlatformOwnerApi first with mode read;apps/web/app/api/v1/platform/leads/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/leads/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/leads/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/leads/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/leads/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/leads/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/leads/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/leads/route.test.ts::allows OWNER_READONLY success branch;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception);n/a — guard_mode is read, not critical;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0"
/api/v1/platform/leads/:id,GET,read,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/leads/lead-1,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::calls requirePlatformOwnerApi first with mode read,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::allows OWNER_READONLY success branch,"apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception)","n/a — guard_mode is read, not critical",PROVEN,"apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/leads/lead-1;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::calls requirePlatformOwnerApi first with mode read;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::allows OWNER_READONLY success branch;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception);n/a — guard_mode is read, not critical;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0"
/api/v1/platform/leads/:id,PATCH,write,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for PATCH /api/v1/platform/leads/lead-1,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::calls requirePlatformOwnerApi first with mode write,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::allows OWNER_OPERATOR success branch,apps/web/app/api/v1/platform/leads/[id]/route.test.ts::OWNER_READONLY denied path leaves business deps uncalled when guard denies;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::write mode denies OWNER_READONLY before side effects,"n/a — guard_mode is write, not critical",PROVEN,"apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for PATCH /api/v1/platform/leads/lead-1;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::calls requirePlatformOwnerApi first with mode write;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::allows OWNER_OPERATOR success branch;apps/web/app/api/v1/platform/leads/[id]/route.test.ts::OWNER_READONLY denied path leaves business deps uncalled when guard denies;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::write mode denies OWNER_READONLY before side effects;n/a — guard_mode is write, not critical;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0"
/api/v1/platform/leads/bulk,PATCH,write,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for PATCH /api/v1/platform/leads/bulk,apps/web/app/api/v1/platform/leads/bulk/route.test.ts::calls requirePlatformOwnerApi first with mode write,apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/leads/bulk/route.test.ts::allows OWNER_OPERATOR success branch,apps/web/app/api/v1/platform/leads/bulk/route.test.ts::OWNER_READONLY denied path leaves business deps uncalled when guard denies;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::write mode denies OWNER_READONLY before side effects,"n/a — guard_mode is write, not critical",PROVEN,"apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for PATCH /api/v1/platform/leads/bulk;apps/web/app/api/v1/platform/leads/bulk/route.test.ts::calls requirePlatformOwnerApi first with mode write;apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/leads/bulk/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/leads/bulk/route.test.ts::allows OWNER_OPERATOR success branch;apps/web/app/api/v1/platform/leads/bulk/route.test.ts::OWNER_READONLY denied path leaves business deps uncalled when guard denies;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::write mode denies OWNER_READONLY before side effects;n/a — guard_mode is write, not critical;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0"
/api/v1/platform/overview,GET,read,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/overview,apps/web/app/api/v1/platform/overview/route.test.ts::calls requirePlatformOwnerApi first with mode read,apps/web/app/api/v1/platform/overview/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/overview/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/overview/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/overview/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/overview/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/overview/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/overview/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/overview/route.test.ts::allows OWNER_READONLY success branch,"apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception)","n/a — guard_mode is read, not critical",PROVEN,"apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/overview;apps/web/app/api/v1/platform/overview/route.test.ts::calls requirePlatformOwnerApi first with mode read;apps/web/app/api/v1/platform/overview/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/overview/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/overview/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/overview/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/overview/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/overview/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/overview/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/overview/route.test.ts::allows OWNER_READONLY success branch;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception);n/a — guard_mode is read, not critical;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0"
/api/v1/platform/support/tickets,GET,read,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/support/tickets,apps/web/app/api/v1/platform/support/tickets/route.test.ts::calls requirePlatformOwnerApi first with mode read,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::allows OWNER_READONLY success branch,"apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception)","n/a — guard_mode is read, not critical",PROVEN,"apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/support/tickets;apps/web/app/api/v1/platform/support/tickets/route.test.ts::calls requirePlatformOwnerApi first with mode read;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::allows OWNER_READONLY success branch;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception);n/a — guard_mode is read, not critical;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0"
/api/v1/platform/support/tickets,PATCH,write,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for PATCH /api/v1/platform/support/tickets,apps/web/app/api/v1/platform/support/tickets/route.test.ts::calls requirePlatformOwnerApi first with mode write,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/support/tickets/route.test.ts::allows OWNER_OPERATOR success branch,apps/web/app/api/v1/platform/support/tickets/route.test.ts::OWNER_READONLY denied path leaves business deps uncalled when guard denies;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::write mode denies OWNER_READONLY before side effects,"n/a — guard_mode is write, not critical",PROVEN,"apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for PATCH /api/v1/platform/support/tickets;apps/web/app/api/v1/platform/support/tickets/route.test.ts::calls requirePlatformOwnerApi first with mode write;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/support/tickets/route.test.ts::allows OWNER_OPERATOR success branch;apps/web/app/api/v1/platform/support/tickets/route.test.ts::OWNER_READONLY denied path leaves business deps uncalled when guard denies;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::write mode denies OWNER_READONLY before side effects;n/a — guard_mode is write, not critical;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0"
/api/v1/platform/support/tickets/:ticketId/messages,GET,read,apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/support/tickets/ticket-1/messages,apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::calls requirePlatformOwnerApi first with mode read,apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies tenant_owner without side effects,apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies tenant_admin without side effects,apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies tenant_member without side effects,apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies stakeholder without side effects,apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies service_role without side effects,apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies anonymous without side effects,apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::allows OWNER_READONLY success branch,"apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception)","n/a — guard_mode is read, not critical",PROVEN,"apps/web/middleware.platform-negative.test.ts::calls gateOwnerRequest with exact pathname/method for GET /api/v1/platform/support/tickets/ticket-1/messages;apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::calls requirePlatformOwnerApi first with mode read;apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies tenant_owner without side effects;apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies tenant_admin without side effects;apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies tenant_member without side effects;apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies stakeholder without side effects;apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies service_role without side effects;apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::denies anonymous without side effects;apps/web/app/api/v1/platform/support/tickets/[ticketId]/messages/route.test.ts::allows OWNER_READONLY success branch;apps/web/lib/platform-owner/require-platform-owner-api.test.ts::read mode allows OWNER_READONLY, OWNER_OPERATOR, OWNER;n/a — GET/read method uses standard read capability (not the safe-audit POST exception);n/a — guard_mode is read, not critical;apps/web/lib/platform-owner/phase2b4-platform-inventory.test.ts::matches expected method and guard-mode counts with UNKNOWN=0"
